from,to,demand
169,215,1800
169,216,2700
169,217,2400
169,218,2100
169,219,600
169,220,74700
169,221,11700
169,224,11400
169,226,900
169,227,300
169,229,2700
169,230,1500.000001
169,231,3900
169,232,600
169,233,1200
169,234,300
169,235,600
169,237,600
169,238,12900
169,239,6000
169,240,11400
169,241,300
169,242,300
169,243,300
169,244,4500.000001
169,245,900
170,1,300
170,2,300
170,3,600
170,4,600
170,5,300
170,25,300
170,26,900
170,34,600
170,41,1800
170,43,300
170,70,300
170,72,300
170,75,300
170,76,300
170,86,300
170,91,300
170,93,900
170,157,300
170,159,600
170,168,4200
170,169,6900
170,174,600
170,175,300
170,178,900
170,180,600
170,185,300
170,186,2400
170,190,300
170,191,600
170,192,1800
170,193,67800
170,194,11400
170,195,31500.00001
170,196,69000
170,197,18300
170,198,86100
170,199,18900
170,200,76800
170,201,17100
170,203,9000
170,204,6600
170,205,2700
170,206,12000
170,207,10500
170,209,900
170,210,6300
170,211,2400
170,212,900
170,213,2100
170,215,300
170,216,900
170,220,7500.000001
170,224,1200
170,231,15300
170,232,900
170,233,3300
170,234,1500.000001
170,235,1200
170,237,1800
170,240,600
170,245,300
171,3,600
171,4,300
171,5,2400
171,6,1800
171,7,3600
171,8,5700
171,9,4500.000001
171,10,8700
171,11,2400
171,12,4500.000001
171,13,1200
171,14,600
171,17,900
171,19,5100
171,21,600
171,22,1800
171,25,900
171,26,300
171,27,300
171,28,300
171,29,1200
171,30,600
171,31,600
171,33,1200
171,34,900
171,38,600
171,40,300
171,41,600
171,42,300
171,52,300
171,55,300
171,65,300
171,66,1200
171,69,300
171,70,1200
171,71,300
171,72,600
171,76,300
171,83,300
171,124,600
171,157,300
171,158,300
171,160,300
171,168,4500.000001
171,169,300
171,174,300
171,175,1500.000001
171,178,1500.000001
171,186,1800
171,191,600
171,192,300
171,193,10500
171,194,3600
171,195,6600
171,196,33600
171,197,24300
171,198,12600
171,199,3000
171,201,3000
171,202,900
171,203,1200
171,204,3600
171,205,1200
171,206,4200
171,207,4200
171,210,8400
171,211,9000
171,212,5700
171,213,11400
171,214,12900
171,215,8700
171,216,14700
171,217,12900
171,218,17700
171,219,900
171,220,11100
171,221,1200
171,222,1200
171,223,9000
171,224,1500.000001
171,225,113700
171,226,600
171,228,1200
171,229,3600
171,230,1500.000001
171,231,12000
171,232,3600
171,233,3300
171,234,600
171,235,3600
171,237,300
171,238,600
171,242,900
171,244,1500.000001
171,245,300
172,2,1800
172,18,300
172,20,300
172,22,300
172,25,300
172,41,300
172,45,300
172,50,7200
172,53,300
172,70,300
172,71,300
172,72,300
172,74,300
172,158,300
172,159,600
172,162,300
172,167,1800
172,168,600
172,169,2400
172,173,12900
172,174,3900
172,180,600
172,184,900
172,192,300
172,193,7500.000001
172,194,2700
172,195,6900
172,196,8400
172,197,4500.000001
172,198,4800
172,199,5400
172,200,1800
172,201,23700
172,202,600
172,203,11100
172,204,600
172,205,1200
172,206,600
172,207,3600
172,210,300
172,211,300
172,213,1200
172,215,300
172,217,600
172,219,600
172,220,33300
172,221,900
172,223,300
172,224,2400
172,226,600
172,229,600
172,231,600
172,233,300
172,234,300
172,238,66600
172,240,56700
172,241,300
173,2,1200
173,34,300
173,38,300
173,40,300
173,41,1800
173,43,300
173,48,300
173,49,1200
173,50,7200
173,51,2400
173,66,2700
173,67,2700
173,69,300
173,86,300
173,159,900
173,172,1800
173,174,39900
173,175,5100
173,176,600
173,178,4500.000001
173,180,18000
173,181,1800
173,186,54900
173,190,900
173,197,600
173,201,23400
173,203,30900.00001
173,206,1500.000001
173,207,5700
173,208,300
173,209,300
173,210,1500.000001
173,220,36900
173,224,5400
173,231,1500.000001
173,232,1200
173,234,300
173,235,300
173,237,1500.000001
173,238,50100
173,239,7200
173,240,56100
173,244,600
174,1,3000
174,2,1800
174,3,1200
174,5,600
174,6,300
174,7,300
174,8,600
174,9,300
174,10,300
174,12,300
174,13,600
174,14,300
174,16,300
174,19,600
174,20,300
174,21,600
174,22,600
174,25,1500.000001
174,26,2700
174,27,1200
174,29,900
174,30,300
174,31,300
174,33,600
174,34,1800
174,39,900
174,40,1500.000001
174,41,2100
174,42,600
174,43,600
174,45,2100
174,48,1500.000001
174,49,2700
174,50,13500
174,51,1500.000001
174,52,1800
174,54,300
174,56,300
174,57,300
174,59,300
174,61,300
174,65,3600
174,66,2100
174,67,2100
174,68,900
174,69,900
174,70,2400
174,71,900
174,72,6300
174,74,2100
174,75,900
174,76,300
174,80,300
174,83,900
174,84,300
174,85,300
174,87,300
174,90,300
174,93,600
174,128,2400
174,156,1500.000001
174,158,3300
174,159,6600
174,160,900
174,162,1500.000001
174,165,600
174,167,9300
174,168,11100
174,169,3900
174,172,1200
174,173,15900
174,175,3600
174,176,1200
174,177,600
174,178,5700
174,180,12600
174,183,300
174,184,7200
174,185,1500.000001
174,186,58200
174,189,300
174,191,5400
174,192,6300
174,193,87600
174,194,29100
174,195,59700
174,196,67800
174,197,24600
174,198,20700
174,199,20100
174,200,9000
174,201,76500
174,202,3300
174,203,63000
174,204,10800
174,205,3000
174,206,12600
174,207,24600
174,208,900
174,209,1200
174,210,10800
174,211,3900
174,212,1800
174,213,3600
174,214,900
174,215,1200
174,216,3000
174,217,3300
174,218,3900
174,219,600
174,220,79200
174,221,7200
174,222,900
174,224,21900
174,225,600
174,226,900
174,228,600
174,229,3600
174,230,1500.000001
174,231,12600
174,232,2400
174,233,3600
174,234,300
174,235,1800
174,237,600
174,238,142500
174,239,15600
174,240,46800
174,241,600
174,242,300
174,244,4800
174,245,1200
175,1,600
175,2,1200
175,3,1800
175,5,300
175,9,300
175,11,300
175,12,300
175,16,300
175,17,300
175,19,1800
175,22,1200
175,25,300
175,26,1200
175,29,1200
175,30,2100
175,31,3300
175,32,1500.000001
175,33,4500.000001
175,34,4200
175,36,300
175,37,900
175,38,5100
175,39,3300
175,40,3600
175,41,7200
175,42,1800
175,43,2400
175,44,1500.000001
175,45,11700
175,46,1500.000001
175,47,1200
175,48,16500
175,50,900
175,52,7200
175,53,600
175,60,300
175,65,26700
175,66,42900
175,67,17100
175,68,7200
175,69,15900
175,70,24300
175,71,4800
175,72,37500
175,73,300
175,74,14100
175,75,2700
175,76,3000
175,77,600
175,80,2400
175,83,2400
175,85,1800
175,86,4800
175,87,4500.000001
175,88,300
175,89,900
175,90,2100
175,91,900
175,92,1200
175,93,3000
175,156,6600
175,157,300
175,158,3900
175,159,127500
175,162,1800
175,165,5100
175,167,1200
175,168,600
175,169,1500.000001
175,173,9600
175,174,1800
175,176,36600
175,177,2400
175,178,3600
175,180,19500
175,181,900
175,183,1800
175,184,2400
175,188,300
175,189,3300
175,190,9900
175,191,133200
175,192,300
175,193,12600
175,194,4500.000001
175,195,9600
175,196,9900
175,197,4800
175,198,5100
175,199,2700
175,200,600
175,201,12900
175,203,9600
175,204,5100
175,205,900
175,206,6600
175,207,24000
175,208,3000
175,209,3300
175,210,1800
175,212,600
175,213,600
175,214,300
175,215,300
175,216,600
175,218,1200
175,219,300
175,220,60000
175,222,600
175,224,24900
175,225,900
175,226,300
175,228,900
175,229,900
175,230,600
175,231,2700
175,232,1200
175,233,1500.000001
175,234,1500.000001
175,235,1500.000001
175,236,300
175,237,8100
175,238,4200
175,239,3900
175,240,4200
175,241,300
175,242,1200
175,243,300
175,244,178500
175,245,4200
176,1,1200
176,2,900
176,3,1500.000001
176,5,300
176,10,300
176,14,300
176,18,600
176,19,900
176,22,900
176,26,300
176,27,300
176,28,300
176,29,300
176,31,600
176,32,300
176,33,1200
176,34,1800
176,37,300
176,38,3300
176,39,600
176,40,1800
176,41,1200
176,42,900
176,43,2700
176,44,1500.000001
176,45,14100
176,46,1500.000001
176,48,14400
176,49,300
176,52,600
176,53,300
176,54,300
176,57,300
176,65,31500.00001
176,66,5700
176,67,2100
176,68,32400
176,69,36300
176,70,23100
176,71,9000
176,72,34800
176,73,600
176,74,16200
176,75,3900
176,76,4800
176,78,1500.000001
176,79,600
176,80,4800
176,82,600
176,83,2400
176,85,2400
176,86,4500.000001
176,87,7500.000001
176,88,900
176,89,600
176,90,2100
176,92,300
176,93,1800
176,130,3000
176,133,900
176,156,8400
176,158,4800
176,159,11400
176,164,300
176,165,3300
176,166,300
176,167,1500.000001
176,168,1800
176,169,3900
176,174,300
176,175,7800
176,178,1500.000001
176,179,900
176,180,14100
176,181,300
176,183,600
176,184,600
176,189,1500.000001
176,190,30900.00001
176,191,154200
176,193,7200
176,194,3600
176,195,10200
176,196,12000
176,197,7200
176,198,2700
176,199,600
176,200,1500.000001
176,201,6300
176,202,600
176,203,6600
176,204,3900
176,205,300
176,206,6300
176,207,12300
176,208,1200
176,209,600
176,210,3600
176,211,1200
176,213,300
176,214,600
176,216,600
176,217,1200
176,218,900
176,220,41400
176,221,600
176,222,300
176,224,37800
176,227,300
176,228,600
176,229,1800
176,230,600
176,231,2700
176,232,2100
176,233,900
176,234,600
176,235,600
176,237,6000
176,238,1200
176,239,600
176,240,600
176,243,300
176,244,570000
176,245,9000
177,1,300
177,3,300
177,4,300
177,23,300
177,31,300
177,33,300
177,34,600
177,40,300
177,41,600
177,42,300
177,43,300
177,45,900
177,49,600
177,50,300
177,65,1500.000001
177,66,6900
177,67,3300
177,70,300
177,72,600
177,87,300
177,156,300
177,158,600
177,159,1500.000001
177,165,300
177,167,600
177,169,900
177,173,1800
177,174,300
177,175,27000
177,176,300
177,178,600
177,180,5100
177,182,300
177,190,300
177,191,1800
177,193,3900
177,194,900
177,195,3300
177,196,3000
177,197,1800
177,198,900
177,199,600
177,201,4800
177,202,300
177,203,2100
177,204,600
177,205,300
177,206,1500.000001
177,207,3000
177,208,300
177,210,1200
177,216,300
177,220,13200
177,224,4800
177,227,300
177,228,300
177,229,1200
177,231,600
177,232,300
177,233,300
177,234,300
177,235,300
177,237,600
177,238,900
177,239,900
177,240,1200
177,241,300
177,242,900
177,244,26100
178,1,900
178,2,600
178,3,900
178,4,300
178,5,300
178,8,300
178,9,900
178,10,600
178,14,600
178,15,300
178,19,600
178,25,300
178,26,600
178,27,300
178,31,300
178,34,600
178,37,300
178,38,300
178,40,300
178,41,1200
178,42,600
178,45,900
178,46,300
178,48,600
178,49,6300
178,50,2700
178,51,13500
178,52,600
178,53,300
178,56,300
178,57,300
178,65,600
178,66,16200
178,67,6300
178,68,1200
178,69,2400
178,70,1500.000001
178,72,1500.000001
178,74,300
178,83,300
178,86,300
178,87,300
178,89,300
178,92,300
178,128,3600
178,156,300
178,158,1800
178,159,2100
178,162,1200
178,167,6600
178,168,5700
178,169,7200
178,171,300
178,174,1200
178,175,9000
178,176,3000
178,177,300
178,180,1200
178,181,26100
178,183,300
178,184,3300
178,185,18000
178,186,41400
178,188,300
178,190,1200
178,191,18600
178,192,300
178,193,25200
178,194,7800
178,195,12000
178,196,15000.00001
178,197,7800
178,198,11400
178,199,8700
178,200,4800
178,201,12900
178,202,3300
178,203,7500.000001
178,204,4200
178,205,900
178,206,5700
178,207,11100
178,208,1500.000001
178,209,600
178,210,4200
178,211,1500.000001
178,212,600
178,213,1800
178,214,300
178,215,300
178,216,1800
178,217,900
178,218,2100
178,220,36900
178,221,2100
178,222,1200
178,224,11700
178,225,300
178,226,600
178,229,1500.000001
178,230,600
178,231,5100
178,232,600
178,233,1500.000001
178,234,300
178,235,600
178,237,300
178,238,38700
178,239,105600
178,240,122100
178,241,300
178,243,300
178,244,17700
178,245,300
179,1,300
179,8,300
179,19,300
179,26,300
179,30,300
179,32,300
179,38,300
179,41,900
179,43,600
179,45,600
179,48,300
179,49,600
179,50,300
179,65,900
179,66,28500
179,67,14700
179,70,1200
179,71,600
179,72,1200
179,74,300
179,80,300
179,87,300
179,92,300
179,158,1500.000001
179,159,900
179,162,300
179,173,1500.000001
179,180,1500.000001
179,190,300
179,191,900
179,193,2700
179,194,1200
179,195,3300
179,196,3000
179,197,1800
179,198,1200
179,199,600
179,201,4800
179,203,2700
179,206,300
179,207,3900
179,208,300
179,209,300
179,210,600
179,212,300
179,213,300
179,214,300
179,217,600
179,218,600
179,220,17700
179,224,7500.000001
179,226,300
179,228,300
179,229,300
179,230,300
179,231,1200
179,233,300
179,234,300
179,235,900
179,237,900
179,238,2400
179,239,3000
179,243,300
179,244,8400
180,1,14700
180,2,8700
180,3,6300
180,4,3000
180,5,2400
180,6,300
180,7,900
180,8,2700
180,9,1200
180,10,2700
180,11,300
180,12,300
180,13,600
180,14,900
180,15,600
180,16,900
180,17,600
180,18,1200
180,19,5400
180,20,1800
180,22,3900
180,23,900
180,24,300
180,25,1500.000001
180,26,5100
180,27,1500.000001
180,28,300
180,29,1800
180,30,1200
180,31,600
180,32,300
180,33,1800
180,34,11100
180,35,1500.000001
180,37,600
180,38,5700
180,39,900
180,40,6300
180,41,11700
180,42,900
180,43,2100
180,44,900
180,45,8100
180,46,1200
180,47,300
180,48,10200
180,49,4500.000001
180,50,8700
180,51,3300
180,52,2700
180,53,600
180,54,300
180,55,300
180,56,300
180,65,9600
180,66,12300
180,67,14100
180,68,3600
180,69,11100
180,70,20400
180,71,7800
180,72,31800
180,73,1200
180,74,12600
180,75,3600
180,76,3600
180,77,300
180,78,900
180,79,300
180,80,2400
180,82,300
180,83,2400
180,85,1800
180,86,3900
180,87,3300
180,89,900
180,90,900
180,92,300
180,93,3600
180,156,8100
180,158,300
180,159,72300
180,160,2100
180,162,9600
180,165,6900
180,167,1800
180,168,9000
180,169,8400
180,173,7800
180,174,5700
180,175,15000.00001
180,176,25500
180,177,1500.000001
180,178,300
180,181,600
180,183,900
180,184,9300
180,185,43200
180,186,42900
180,189,3000
180,191,65400
180,192,47400
180,193,111900
180,194,39300
180,195,77700
180,196,94500
180,197,46200.00001
180,198,50100
180,199,29700
180,200,20700
180,201,136800
180,202,7500.000001
180,203,86400
180,204,36600
180,205,11100
180,206,44100
180,207,81900
180,208,6000
180,209,5100
180,210,28800
180,211,9300
180,212,6000
180,213,6600
180,214,4200
180,215,3000
180,216,9900
180,217,6600
180,218,6900
180,219,1500.000001
180,220,292200
180,221,9600
180,222,6000
180,224,49200
180,225,3600
180,226,5700
180,227,3000
180,228,2100
180,229,15000.00001
180,230,5100
180,231,36600
180,232,9300
180,233,16800
180,234,6900
180,235,10800
180,236,900
180,237,17700
180,238,73200
180,239,33900
180,240,57000
180,241,1200
180,244,35400
180,245,7200
181,1,900
181,2,300
181,3,300
181,4,300
181,19,300
181,21,300
181,22,300
181,25,300
181,29,300
181,33,600
181,45,300
181,49,900
181,50,1500.000001
181,51,1500.000001
181,52,300
181,66,3900
181,67,2100
181,68,300
181,69,300
181,70,600
181,72,600
181,74,600
181,87,300
181,90,300
181,156,600
181,159,600
181,173,5100
181,174,900
181,175,900
181,176,1500.000001
181,178,15600
181,183,300
181,190,300
181,191,2400
181,195,3300
181,196,5400
181,197,7500.000001
181,198,900
181,201,2100
181,203,7200
181,204,3900
181,205,600
181,206,2700
181,207,3900
181,208,300
181,210,2700
181,211,1800
181,218,300
181,220,16800
181,224,1800
181,230,300
181,231,3600
181,232,2400
181,233,600
181,234,900
181,235,900
181,237,300
181,238,6000
181,239,64500
181,240,6600
181,244,1500.000001
181,245,300
182,5,300
182,16,1500.000001
182,34,900
182,38,600
182,39,300
182,44,300
182,59,600
182,60,600
182,61,300
182,64,600
182,66,300
182,157,2100
182,158,5100
182,161,1200
182,185,1200
182,187,300
182,188,25800
182,191,300
182,195,1800
182,196,300
182,197,600
182,204,600
182,205,300
182,206,600
182,207,900
182,220,2100
182,228,300
182,231,1500.000001
182,234,300
182,237,300
182,242,102000
182,243,11100
183,1,600
183,2,300
183,3,2100
183,4,300
183,5,1500.000001
183,6,900
183,7,1200
183,8,1800
183,9,1200
183,10,3000
183,11,300
183,12,600
183,13,300
183,14,1500.000001
183,18,2100
183,19,7500.000001
183,20,4800
183,21,5700
183,22,60900.00001
183,23,4500.000001
183,24,5100
183,25,5700
183,26,17700
183,27,7800
183,28,2100
183,29,10500
183,30,6900
183,31,15300
183,32,300
183,33,6000
183,34,16800
183,35,2100
183,36,900
183,37,300
183,38,4800
183,40,2100
183,41,12900
183,42,300
183,43,300
183,44,600
183,45,2100
183,47,300
183,48,3000
183,52,5100
183,53,300
183,65,900
183,66,600
183,67,300
183,68,900
183,69,1500.000001
183,70,2100
183,71,600
183,72,4800
183,74,3000
183,75,600
183,76,600
183,80,1200
183,83,300
183,84,600
183,86,600
183,87,1200
183,89,600
183,90,300
183,92,600
183,93,600
183,112,2400
183,158,300
183,159,900
183,168,1500.000001
183,169,600
183,171,300
183,174,300
183,175,8700
183,176,4800
183,177,300
183,179,600
183,180,3300
183,181,1200
183,184,2400
183,185,1500.000001
183,190,3000
183,191,9900
183,192,5100
183,193,24600
183,194,9300
183,195,26700
183,196,36600
183,197,21600
183,198,12300
183,199,600
183,200,900
183,201,8400
183,202,300
183,203,9000
183,204,6300
183,205,4500.000001
183,206,45300
183,207,43200
183,208,2700
183,209,2400
183,210,11700
183,211,5100
183,212,900
183,213,1200
183,214,1800
183,215,600
183,216,900
183,217,6000
183,218,9300
183,219,900
183,220,45000.00001
183,222,10200
183,224,10800
183,225,300
183,226,3000
183,227,1200
183,228,900
183,229,27000
183,230,26100
183,231,31500.00001
183,232,19800
183,233,17100
183,234,5700
183,235,23400
183,236,6000
183,237,9300
183,238,1500.000001
183,239,900
183,240,900
183,244,1200
183,245,600
184,1,600
184,3,600
184,4,900
184,5,3900
184,6,5100
184,7,3300
184,8,2700
184,9,4800
184,10,4500.000001
184,11,3000
184,12,1800
184,13,600
184,14,600
184,17,300
184,18,900
184,19,4200
184,20,900
184,21,900
184,22,3600
184,23,300
184,24,300
184,25,1500.000001
184,26,900
184,27,1500.000001
184,28,300
184,29,900
184,30,600
184,31,900
184,33,300
184,34,3300
184,38,900
184,39,300
184,41,4800
184,42,600
184,43,600
184,45,900
184,48,300
184,52,300
184,53,600
184,54,300
184,55,300
184,60,300
184,65,900
184,66,300
184,67,900
184,69,900
184,70,300
184,72,300
184,74,600
184,156,300
184,157,1500.000001
184,158,2400
184,159,300
184,160,2400
184,168,3900
184,174,300
184,176,900
184,178,300
184,180,300
184,183,2700
184,185,5100
184,186,3600
184,191,1200
184,192,2100
184,193,75000.00001
184,194,19800
184,195,38400
184,196,86700
184,197,86100
184,198,52500
184,199,4800
184,200,1200
184,201,22800
184,202,3000
184,203,9000
184,204,3900
184,205,3000
184,206,19500
184,207,22500
184,208,900
184,209,1500.000001
184,210,29100
184,211,10200
184,212,11700
184,213,29400
184,214,19800
184,215,21900
184,216,31800
184,217,22200
184,218,25800
184,219,3000
184,220,14100
184,221,1500.000001
184,222,2100
184,223,300
184,224,1800
184,225,18000
184,226,5700
184,227,3000
184,228,1500.000001
184,229,17400
184,230,4200
184,231,19500
184,232,9000
184,233,5100
184,234,2700
184,235,3000
184,236,300
184,237,3600
184,238,1800
184,239,300
184,240,2400
184,242,300
184,244,300
185,1,9600
185,2,6600
185,3,7500.000001
185,4,4500.000001
185,5,3900
185,6,1200
185,7,1500.000001
185,8,3600
185,9,900
185,10,6600
185,11,2100
185,12,1200
185,13,900
185,14,2400
185,15,900
185,16,4200
185,17,1200
185,18,3600
185,19,8700
185,20,2700
185,21,2700
185,22,7800
185,23,1200
185,24,1800
185,25,3600
185,26,8100
185,27,3300
185,28,300
185,29,2100
185,34,3000
185,41,2100
185,49,3000
185,50,7200
185,51,3000
185,53,2400
185,54,600
185,55,1200
185,56,1500.000001
185,57,1500.000001
185,59,600
185,60,2400
185,61,1200
185,63,300
185,66,20100
185,67,22800
185,157,8700
185,158,309300
185,160,1800
185,162,30300.00001
185,163,1800
185,164,2100
185,167,14400
185,168,43200
185,169,41400
185,171,900
185,173,2700
185,174,600
185,178,20100
185,180,107700
185,182,600
185,183,2700
185,184,20100
185,188,6900
185,193,64800
185,194,29700
185,195,80700
185,196,108600
185,197,64800
185,198,53400
185,199,21900
185,200,17400
185,201,79200
185,202,5700
185,203,58500
185,204,30600
185,205,11400
185,206,36900
185,207,27300
185,208,4800
185,209,5700
185,210,31800
185,211,18300
185,212,8100
185,213,12300
185,214,12600
185,215,3600
185,216,9000
185,217,14700
185,218,15000.00001
185,219,2700
185,220,145200
185,221,1800
185,222,15900
185,223,1200
185,224,23700
185,225,6300
185,226,14700
185,227,7800
185,228,9900
185,229,26700
185,230,11100
185,231,23700
185,232,11700
185,233,9300
185,234,6300
185,235,11100
185,237,1800
185,238,17700
185,239,39600
185,240,12900
185,241,4500.000001
185,242,7800
185,243,7800
186,6,300
186,7,1800
186,8,300
186,9,900
186,10,300
186,11,600
186,14,300
186,16,300
186,49,300
186,50,1200
186,51,2100
186,53,2100
186,54,300
186,57,300
186,158,4800
186,160,300
186,162,1800
186,163,900
186,164,600
186,167,12900
186,168,18600
186,169,22200
186,173,26700
186,174,27300
186,178,32400
186,180,60300.00001
186,184,8400
186,193,21000
186,194,5100
186,195,4500.000001
186,196,7800
186,197,300
186,198,12000
186,199,15900
186,200,5700
186,201,11700
186,202,3000
186,203,1200
186,212,900
186,213,1200
186,214,300
186,215,2400
186,216,1200
186,217,1200
186,218,300
186,221,3300
186,223,300
186,225,3900
186,229,1200
186,238,33300
186,239,11400
186,240,49800
186,241,300
186,243,300
187,59,300
187,60,22800
187,61,2100
187,63,300
187,64,900
187,158,30300.00001
187,188,2100
187,242,2100
187,243,9000
188,1,600
188,3,600
188,4,600
188,5,900
188,8,600
188,9,300
188,10,1500.000001
188,11,600
188,12,900
188,14,1200
188,15,600
188,16,4200
188,17,2400
188,19,1500.000001
188,22,900
188,25,300
188,26,2100
188,27,600
188,29,300
188,34,2100
188,38,600
188,40,600
188,41,3300
188,44,300
188,45,300
188,47,300
188,48,1800
188,55,1200
188,56,3000
188,58,600
188,59,4500.000001
188,60,9900
188,61,9000
188,62,1800
188,63,5100
188,64,2100
188,65,600
188,67,900
188,69,1200
188,70,1500.000001
188,71,300
188,72,2700
188,74,1200
188,75,900
188,78,300
188,85,600
188,86,300
188,87,900
188,93,300
188,127,5700
188,157,13200
188,158,1500.000001
188,161,4500.000001
188,169,300
188,175,300
188,176,900
188,182,47100
188,185,5700
188,187,9900
188,191,900
188,192,2400
188,193,4800
188,194,1500.000001
188,195,13800
188,196,7200
188,197,8700
188,198,2700
188,199,300
188,201,2100
188,203,300
188,204,6900
188,205,900
188,206,9300
188,207,10500
188,209,300
188,210,5100
188,211,2100
188,212,600
188,213,600
188,214,600
188,215,300
188,217,900
188,218,2100
188,219,600
188,220,17700
188,222,6900
188,224,3000
188,226,6000
188,227,3600
188,228,10500
188,229,8100
188,230,600
188,231,9300
188,232,1200
188,233,2700
188,234,300
188,235,1800
188,237,1800
188,240,300
188,241,18600
188,242,199500
188,243,134400
188,244,1500.000001
189,46,300
189,68,900
189,69,1200
189,70,54300
189,71,67500
189,72,49200
189,73,7200
189,74,42300
189,76,18000
189,78,600
189,85,600
189,86,600
189,87,600
189,90,900
189,176,3300
189,192,28200
189,244,600
189,245,53400
190,1,600
190,2,300
190,3,300
190,4,300
190,5,300
190,15,300
190,19,300
190,21,600
190,22,900
190,24,300
190,25,300
190,26,900
190,27,300
190,29,1200
190,30,300
190,31,600
190,33,1200
190,34,3900
190,38,1200
190,39,300
190,40,2700
190,41,2400
190,42,600
190,43,2100
190,44,900
190,45,3600
190,46,900
190,47,300
190,48,19200
190,52,1800
190,65,3300
190,66,2100
190,68,9900
190,69,4500.000001
190,70,10800
190,72,41700
190,74,6600
190,78,900
190,80,4500.000001
190,83,4200
190,84,600
190,85,5100
190,86,63600
190,87,26700
190,89,600
190,90,1800
190,92,900
190,93,3900
190,158,2400
190,159,8400
190,168,600
190,169,300
190,173,600
190,174,300
190,175,3000
190,176,36600
190,178,900
190,179,600
190,180,1500.000001
190,183,1200
190,193,2700
190,194,900
190,195,2700
190,196,2100
190,197,2700
190,198,1200
190,199,900
190,201,3600
190,203,1800
190,204,3300
190,205,1200
190,206,7200
190,207,6300
190,208,900
190,209,2100
190,210,900
190,211,600
190,212,300
190,215,300
190,216,300
190,217,300
190,219,300
190,220,13800
190,224,6000
190,227,300
190,229,1500.000001
190,230,900
190,231,2700
190,232,300
190,233,600
190,234,600
190,235,1200
190,236,300
190,237,6600
190,239,900
190,240,900
190,241,300
190,244,32400
191,1,2100
191,2,2100
191,3,900
191,5,900
191,6,300
191,7,300
191,8,1800
191,9,600
191,10,1200
191,11,600
191,12,900
191,16,300
191,19,1800
191,20,600
191,22,2700
191,23,300
191,24,300
191,25,2400
191,26,2100
191,27,1200
191,29,600
191,30,900
191,31,900
191,32,600
191,33,1200
191,34,3900
191,35,300
191,36,300
191,38,1500.000001
191,39,900
191,40,3300
191,41,3000
191,42,1200
191,43,1500.000001
191,44,1200
191,45,7200
191,46,600
191,47,600
191,48,23100
191,49,600
191,50,1200
191,51,600
191,52,3600
191,53,900
191,54,300
191,55,300
191,56,300
191,59,300
191,60,300
191,61,300
191,64,300
191,65,7200
191,66,13800
191,67,7500.000001
191,68,29400
191,69,23400
191,70,27300
191,71,5100
191,72,75300
191,73,300
191,74,12000
191,75,600
191,76,1500.000001
191,78,900
191,79,300
191,80,7500.000001
191,81,300
191,83,4500.000001
191,85,2400
191,87,5700
191,88,300
191,89,900
191,90,3900
191,91,300
191,92,600
191,93,4200
191,156,1200
191,157,1500.000001
191,158,73500
191,159,53400
191,162,900
191,163,300
191,164,600
191,165,1200
191,167,4800
191,168,16200
191,169,9900
191,172,300
191,173,900
191,174,9300
191,175,179400
191,176,132900
191,177,1800
191,178,8700
191,179,1200
191,180,86400
191,181,4800
191,182,600
191,183,900
191,184,5400
191,188,2700
191,189,1200
191,193,18600
191,194,4500.000001
191,195,20400
191,196,15000.00001
191,197,14700
191,198,12000
191,199,6900
191,200,5700
191,201,20100
191,202,3000
191,203,13800
191,204,8100
191,205,1800
191,206,7800
191,207,13500
191,208,2100
191,209,2400
191,210,4800
191,211,3000
191,212,1500.000001
191,213,2400
191,214,2100
191,215,600
191,216,2700
191,217,2100
191,218,1800
191,219,600
191,220,74400
191,221,1200
191,222,3300
191,224,11700
191,225,600
191,226,1200
191,227,1200
191,228,2700
191,229,4200
191,230,3000
191,231,8400
191,232,2400
191,233,4500.000001
191,234,2700
191,235,3000
191,236,300
191,237,4500.000001
191,238,7200
191,239,7500.000001
191,240,8700
191,241,1200
191,242,1500.000001
191,243,1800
191,244,224700
191,245,5100
192,1,1500.000001
192,2,600
192,3,1800
192,4,300
192,5,600
192,7,300
192,8,600
192,9,300
192,10,900
192,13,300
192,14,300
192,16,900
192,17,600
192,18,300
192,19,3000
192,20,600
192,21,600
192,22,1200
192,23,300
192,25,900
192,26,3000
192,27,900
192,29,900
192,30,1200
192,31,1500.000001
192,32,600
192,33,1500.000001
192,34,6000
192,35,300
192,36,600
192,37,600
192,38,3000
192,39,1200
192,40,4800
192,41,5100
192,42,1500.000001
192,43,1500.000001
192,47,300
192,49,600
192,50,600
192,52,15900
192,53,600
192,56,300
192,60,300
192,61,300
192,65,6600
192,70,110400
192,71,71100
192,72,97500
192,73,6900
192,74,111000
192,75,67500
192,76,41100
192,77,2400
192,78,2100
192,80,8700
192,82,300
192,83,6300
192,84,300
192,85,3900
192,88,900
192,89,600
192,90,3600
192,91,600
192,92,900
192,93,5100
192,156,103200
192,158,22500
192,159,12900
192,163,600
192,165,99600
192,166,90300.00001
192,167,900
192,168,3900
192,169,5100
192,170,1500.000001
192,173,2100
192,174,4500.000001
192,175,900
192,180,36900
192,182,300
192,183,600
192,184,3000
192,188,900
192,189,57600
192,193,9900
192,194,3900
192,195,13500
192,196,14700
192,197,7800
192,198,9000
192,199,3300
192,200,3300
192,201,6000
192,202,600
192,203,4200
192,204,4200
192,205,1800
192,206,9300
192,207,10200
